taxon_name,tipo,source_information
Lonicera japonica,"['Exótica', 'Introduced']",['Exocat ']
Lonicera ligustrina,['Exótica'],['Exocat ']
Lophelia pertusa,['En Peligro'],['Anexo II Conveni Barcelona']
Lophocateres pusillus,['Exótica'],['Exocat ']
Lophocladia lallemandii,['Introduced'],[]
Lophura nycthemera,['Exótica'],['Exocat ']
Lotus creticus,['Exótica'],['Exocat ']
Loxosceles rufescens,['Exótica'],['Exocat ']
Lucasianus levaillantii,['Exótica'],['Exocat ']
Luciobarbus graellsii,"['Exótica', 'Introduced']",['Exocat ']
Ludwigia grandiflora,['Exótica'],['Exocat ']
Ludwigia peploides subsp. montevidensis,['Exótica'],['Exocat ']
Ludwigia sp.,['Exótica'],['Exocat ']
Ludwigia spp,['Introduced'],[]
Ludwigia uruguayensis,['Introduced'],[]
Lunaria annua,['Introduced'],[]
Lunaria annua annua,['Introduced'],[]
Lunaria annua subsp. annua,['Exótica'],['Exocat ']
Lupinus albus,['Exótica'],['Exocat ']
Lupinus regalis,['Exótica'],['Exocat ']
Luria lurida,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Luscinia luscinia,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Luscinia megarhynchos,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Luscinia svecica,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Lutra lutra,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Lutreola lutreola,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Lycianthes rantonnetii,['Exótica'],['Exocat ']
Lycium barbarum,['Exótica'],['Exocat ']
Lycium chinense,['Exótica'],['Exocat ']
Lycium cinereum,['Exótica'],['Exocat ']
Lycopsis orientalis,['Exótica'],['Exocat ']
Lyctus (Xylotrogus) brunneus,['Exótica'],['Exocat ']
Lygodium japonicum,['Introduced'],[]
Lymnaea stagnalis,['Exótica'],['Exocat ']
Lynx lynx balcanicus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Lynx pardina,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Lyphia tetraphylla,['Exótica'],['Exocat ']
Lysichiton americanus,['Introduced'],[]
Maclura pomifera,"['Exótica', 'Introduced']",['Exocat ']
Macrochelys temminckii,['Exótica'],['Exocat ']
Macrothele calpeiana,['Exótica'],['Exocat ']
Madrepora oculata,['En Peligro'],['Anexo II Conveni Barcelona']
Magnolia grandiflora,['Introduced'],[]
Magnoliophyta,['Introduced'],[]
Mahonia aquifolium,['Exótica'],['Exocat ']
Mahonia japonica,['Exótica'],['Exocat ']
Maja squinado,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Malcolmia maritima,['Exótica'],['Exocat ']
Malephora crocea,['Exótica'],['Exocat ']
Malephora uitenhagensis,['Exótica'],['Exocat ']
Malope trifida,['Exótica'],['Exocat ']
Malva hispanica,['Exótica'],['Exocat ']
Malva punctata,['Exótica'],['Exocat ']
Malva trimestris,['Exótica'],['Exocat ']
Malva verticillata,['Exótica'],['Exocat ']
Malvella leprosa,['Exótica'],['Exocat ']
Mammillaria elongata,['Exótica'],['Exocat ']
Manihot grahamii,['Exótica'],['Exocat ']
Mareca falcata,['Exótica'],['Exocat ']
Mareca penelope,['Exótica'],['Exocat ']
Mareca sibilatrix,['Exótica'],['Exocat ']
Marmaronetta angustirostris,"['Exótica', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Exocat ']"
Marmota marmota,"['Exótica', 'Introduced']",['Exocat ']
Matricaria discoidea,['Exótica'],['Exocat ']
Matthiola incana supsp. incana,['Exótica'],['Exocat ']
Matthiola lunata,['Exótica'],['Exocat ']
Mauranthemum paludosum subsp. paludosum,['Exótica'],['Exocat ']
Mauremys reevesii,['Exótica'],['Exocat ']
Mauremys sinensis,['Exótica'],['Exocat ']
Medicago arborea,"['Exótica', 'Introduced']",['Exocat ']
Medicago arborea arborea,['Introduced'],[]
Medicago falcata,['Exótica'],['Exocat ']
Medicago intertexta,['Exótica'],['Exocat ']
Medicago sativa,['Introduced'],[]
Medicago sativa subsp. sativa,['Exótica'],['Exocat ']
Medicago varia,['Exótica'],['Exocat ']
Megachile sculpturalis,"['Exótica', 'Introduced']",['Exocat ']
Megaptera novaeangliae,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Megathyrsus maximus,['Exótica'],['Exocat ']
Melanocorypha bimaculata,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Melanocorypha calandra,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Melanocorypha leucoptera,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Melanocorypha yeltoniensis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Melanoides tuberculatus,"['Exótica', 'Introduced']",['Exocat ']
Meleagris gallopavo,['Exótica'],['Exocat ']
Melia azedarach,"['Exótica', 'Introduced']",['Exocat ']
Melica chilensis,['Exótica'],['Exocat ']
Melissa officinalis,['Introduced'],[]
Melissa officinalis subsp. officinalis,['Exótica'],['Exocat ']
Melopsittacus undulatus,['Introduced'],[]
Melopsittacus undulatus var. domestica,['Exótica'],['Exocat ']
Menetus dilatatus,['Exótica'],['Exocat ']
Mentha gracilis,['Exótica'],['Exocat ']
Mentha piperita,['Exótica'],['Exocat ']
Mentha spicata,['Exótica'],['Exocat ']
Mercurialis annua,['Exótica'],['Exocat ']
Merendera montana,['Introduced'],[]
Mergus albellus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Merops apiaster,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Mesembryanthemum cordifolium,['Exótica'],['Exocat ']
Mesembryanthemum cordifolium  Mesembryanthemum haeckelianum,['Exótica'],['Exocat ']
Mesembryanthemum crystallinum,['Exótica'],['Exocat ']
Mesembryanthemum lancifolium,['Exótica'],['Exocat ']
Mesocricetus newtoni,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Mesoplodon bidens,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Mesoplodon densirostris,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Mesoplodon mirus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Mespilus germanica,['Exótica'],['Exocat ']
Metcalfa pruinosa,['Exótica'],['Exocat ']
Microcarbo africanus,['Exótica'],['Exocat ']
Microcarbo pygmaeus,['En Peligro'],['Anexo II Conveni Barcelona']
Microcosmus squamiger,"['Exótica', 'Introduced']",['Exocat ']
Micropterus salmoides,"['Exótica', 'Introduced']",['Exocat ']
Microstegium vimineum,['Introduced'],[]
Microtus cabrerae,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Microtus tatricus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Mimulus guttatus,['Exótica'],['Exocat ']
Minuartia montana subsp. montana,['Exótica'],['Exocat ']
Mirabilis jalapa,"['Exótica', 'Introduced']",['Exocat ']
Miscanthus sinensis,['Exótica'],['Exocat ']
Misgurnus anguillicaudatus,"['Exótica', 'Introduced']",['Exocat ']
Mitra zonata,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Mnemiopsis leidyi,"['Exótica', 'Introduced']",['Exocat ']
Mobula mobular,['En Peligro'],['Anexo II Conveni Barcelona']
Modiola caroliniana,['Exótica'],['Exocat ']
Molgula bleizi,['Exótica'],['Exocat ']
Molgula occidentalis,['Exótica'],['Exocat ']
Monachus monachus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Monochamus spp,['Introduced'],[]
Monodon monoceros,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Monomorium carbonarium,['Exótica'],['Exocat ']
Monomorium destructor,"['Exótica', 'Introduced']",['Exocat ']
Monomorium pharaonis,"['Exótica', 'Introduced']",['Exocat ']
Monticola saxatilis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Monticola solitarius,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Moricandia moricandioides subsp. moricandioides,['Exótica'],['Exocat ']
Morone americana,['Introduced'],[]
Morus,['Introduced'],[]
Morus alba,"['Exótica', 'Introduced']",['Exocat ']
Morus kagayamae,['Exótica'],['Exocat ']
Morus nigra,['Exótica'],['Exocat ']
Muehlenbeckia sagittifolia,['Exótica'],['Exocat ']
Muhlenbergia schreberi,['Exótica'],['Exocat ']
Muntiacus reevesii,['Introduced'],[]
Mus domesticus,['Exótica'],['Exocat ']
Musa acuminata,['Introduced'],[]
Muscari armeniacum,['Exótica'],['Exocat ']
Muscari latifolium,['Exótica'],['Exocat ']
Musculista senhousia,['Exótica'],['Exocat ']
Mustela eversmannii,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Mustelus asterias,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Mustelus mustelus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Mustelus punctulatus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Myagrum perfoliatum,['Exótica'],['Exocat ']
Mycteria ibis,['Exótica'],['Exocat ']
Mycteroperca rubra,['Protegida'],[]
Myiopsitta monachus,"['Exótica', 'Introduced']",['Exocat ']
Myocastor coypus,"['Exótica', 'Introduced']",['Exocat ']
Myomimus bulgaricus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Myoporum laetum,"['Exótica', 'Introduced']",['Exocat ']
Myoporum tenuifolium,['Introduced'],[]
Myriophyllum aquaticum,"['Exótica', 'Introduced']",['Exocat ']
Myriophyllum heterophyllum,['Introduced'],[]
Myrtillocactus geometrizan,['Exótica'],['Exocat ']
Mytilopsis leucophaeata,['Introduced'],[]
Najas gracillima,['Exótica'],['Exocat ']
Nandina domestica,['Exótica'],['Exocat ']
Narcissus cyclazetta,['Exótica'],['Exocat ']
Narcissus incomparabilis,['Exótica'],['Exocat ']
Narcissus jonquilla,['Exótica'],['Exocat ']
Narcissus medioluteus,['Exótica'],['Exocat ']
Narcissus tazetta,['Introduced'],[]
Nassella mucronata,['Exótica'],['Exocat ']
Nassella neesiana,['Exótica'],['Exocat ']
Nassella tenuissima,['Exótica'],['Exocat ']
Nassella trichotoma,['Exótica'],['Exocat ']
Nasua nasua,['Introduced'],[]
Nausibius clavicornis,['Exótica'],['Exocat ']
Navicula kotschyi,['Exótica'],['Exocat ']
Necrobia ruficollis,['Exótica'],['Exocat ']
Necrobia rufipes,['Exótica'],['Exocat ']
Necrobia violacea,['Exótica'],['Exocat ']
Nekemias arborea,['Exótica'],['Exocat ']
Nemophila maculata,['Exótica'],['Exocat ']
Nemophila menziesii,['Exótica'],['Exocat ']
Neogale vison,['Introduced'],[]
Neophyllaphis podocarpi,['Exótica'],['Exocat ']
Neosiphonia harveyi,['Exótica'],['Exocat ']
Neovison vison,"['Exótica', 'Introduced']",['Exocat ']
Nepeta cataria,['Exótica'],['Exocat ']
Nepeta racemosa,['Exótica'],['Exocat ']
Nephrolepis cordifolia,['Exótica'],['Exocat ']
Nesidiocoris tenuis,['Exótica'],['Exocat ']
Neslia paniculata subsp. thracica,['Exótica'],['Exocat ']
Netta rufina,"['Exótica', 'Introduced']",['Exocat ']
Nicandra physalodes,['Exótica'],['Exocat ']
Nicobium castaneum,['Exótica'],['Exocat ']
Nicotiana glauca,"['Exótica', 'Introduced']",['Exocat ']
Nicotiana longiflora,['Exótica'],['Exocat ']
Nicotiana rustica,['Exótica'],['Exocat ']
Nicotiana tabacum,['Exótica'],['Exocat ']
Nitidula carnaria,['Exótica'],['Exocat ']
Nitzschia tropica,['Exótica'],['Exocat ']
Nonea lutea,['Exótica'],['Exocat ']
Nothoscordum borbonicum,['Exótica'],['Exocat ']
Nucella lapillus,['Exótica'],['Exocat ']
Numenius tenuirostris,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Nyctereutes procyonoides,"['Exótica', 'Introduced']",['Exocat ']
Nycticorax nycticorax,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Nylanderia jaegerskioeldi,['Introduced'],[]
Nymphaea marliacea,['Exótica'],['Exocat ']
Nymphaea mexicana,['Introduced'],[]
Nymphicus hollandicus var. domestica,['Exótica'],['Exocat ']
Obama,['Exótica'],['Exocat ']
Oculina patagonica,"['Exótica', 'Introduced']",['Exocat ']
Ocypode cursor,['En Peligro'],['Anexo II Conveni Barcelona']
Odobenus rosmarus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Odontaspis ferox,['En Peligro'],['Anexo II Conveni Barcelona']
Oena capensis,['Exótica'],['Exocat ']
Oenanthe crocata,['Exótica'],['Exocat ']
Oenanthe finischii,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Oenanthe hispanica,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Oenanthe isabellina,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Oenanthe leucura,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Oenanthe oenanthe,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Oenanthe pleschanka,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Oenothera biennis,"['Exótica', 'Introduced']",['Exocat ']
Oenothera fallax,['Exótica'],['Exocat ']
Oenothera glazioviana,"['Exótica', 'Introduced']",['Exocat ']
Oenothera indecora,['Exótica'],['Exocat ']
Oenothera laciniata,['Exótica'],['Exocat ']
Oenothera lindheimeri,['Exótica'],['Exocat ']
Oenothera oehlkersii,['Exótica'],['Exocat ']
Oenothera parviflora,['Exótica'],['Exocat ']
Oenothera rosea,"['Exótica', 'Introduced']",['Exocat ']
Oenothera rubricaulis,['Exótica'],['Exocat ']
Oenothera speciosa,['Exótica'],['Exocat ']
Oenothera stricta,['Exótica'],['Exocat ']
Oenothera suaveolens,['Exótica'],['Exocat ']
Olea europaea europaea,['Introduced'],[]
Olea europaea subsp. europaea,['Exótica'],['Exocat ']
Ommatotriton ophryticus,['Exótica'],['Exocat ']
Omosita (Saprobia) discoidea,['Exótica'],['Exocat ']
Oncorhynchus mykiss,"['Exótica', 'Introduced']",['Exocat ']
Ondatra zibethicus,['Introduced'],[]
Onobrychis viciifolia,"['Exótica', 'Introduced']",['Exocat ']
Ononis mitissima,['Exótica'],['Exocat ']
Ophidiaster ophidianus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Ophiopogon japonicus,"['Exótica', 'Introduced']",['Exocat ']
Oplismenus undulatifolius,['Exótica'],['Exocat ']
Opuntia,['Introduced'],[]
Opuntia ammophila,['Exótica'],['Exocat ']
Opuntia auberi,['Exótica'],['Exocat ']
Opuntia aurantiaca,"['Exótica', 'Introduced']",['Exocat ']
Opuntia chlorotica,['Exótica'],['Exocat ']
Opuntia dejecta,['Exótica'],['Exocat ']
Opuntia dillenii,['Introduced'],[]
Opuntia elata,['Exótica'],['Exocat ']
Opuntia elatior,['Exótica'],['Exocat ']
Opuntia engelmannii,['Exótica'],['Exocat ']
Opuntia engelmannii var. linguiformis,['Exótica'],['Exocat ']
Opuntia ficus-indica,"['Exótica', 'Introduced']",['Exocat ']
Opuntia huajuapensis,['Exótica'],['Exocat ']
Opuntia humifusa,"['Exótica', 'Introduced']",['Exocat ']
Opuntia imbricata,['Introduced'],[]
Opuntia leucotricha,['Exótica'],['Exocat ']
Opuntia maxima,['Introduced'],[]
Opuntia microdasys,['Exótica'],['Exocat ']
Opuntia monacantha,['Exótica'],['Exocat ']
Opuntia phaeacantha,['Exótica'],['Exocat ']
Opuntia puberula,['Exótica'],['Exocat ']
Opuntia robusta,['Exótica'],['Exocat ']
Opuntia scheeri,['Exótica'],['Exocat ']
Opuntia schickendantzii,['Exótica'],['Exocat ']
Opuntia sp.,['Exótica'],['Exocat ']
Opuntia stricta,"['Exótica', 'Introduced']",['Exocat ']
Opuntia tomentosa,['Exótica'],['Exocat ']
Opuntia tortispina,['Exótica'],['Exocat ']
Opuntia tortispina  Opuntia ficus-indica,['Exótica'],['Exocat ']
Opuntia tuna,['Exótica'],['Exocat ']
Opuntia vulgaris,['Exótica'],['Exocat ']
Orbea variegata,['Exótica'],['Exocat ']
Orcinus orca,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Orconectes limosus,"['Exótica', 'Introduced']",['Exocat ']
Orconectes virilis,['Introduced'],[]
Origanum majorana,['Exótica'],['Exocat ']
Ornithogalum arabicum,['Exótica'],['Exocat ']
Ornithopus sativus,['Exótica'],['Exocat ']
Oryza sativa,"['Exótica', 'Introduced']",['Exocat ']
Oryzaephilus surinamensis,['Exótica'],['Exocat ']
Osteospermum ecklonis,"['Exótica', 'Introduced']",['Exocat ']
Otididae,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Ovibos moschatus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Ovis aries,"['Exótica', 'Introduced']",['Exocat ']
Oxalis,['Introduced'],[]
Oxalis articulata,"['Exótica', 'Introduced']",['Exocat ']
Oxalis bowiei,['Exótica'],['Exocat ']
Oxalis conorrhiza,['Exótica'],['Exocat ']
Oxalis corniculata,"['Exótica', 'Introduced']",['Exocat ']
Oxalis debilis,['Introduced'],[]
Oxalis debilis var. corymbosa,['Exótica'],['Exocat ']
Oxalis dillenii,['Exótica'],['Exocat ']
Oxalis latifolia,"['Exótica', 'Introduced']",['Exocat ']
Oxalis pes-caprae,"['Exótica', 'Introduced']",['Exocat ']
Oxalis vallicola,['Exótica'],['Exocat ']
Oxynotus centrina,['En Peligro'],['Anexo II Conveni Barcelona']
Oxyura jamaicensis,"['Exótica', 'Introduced']",['Exocat ']
Oxyura leucocephala,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Pachylasma giganteum,['En Peligro'],['Anexo II Conveni Barcelona']
Pacifastacus leniusculus,"['Exótica', 'Introduced']",['Exocat ']
Pagophila eburnea,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Pagrus pagrus,['Protegida'],[]
Palinurus elephas,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Pallenis maritima,['Exótica'],['Exocat ']
Pandion haliaetus,['En Peligro'],['Anexo II Conveni Barcelona']
Panicum antidotale,['Exótica'],['Exocat ']
Panicum capillare,['Exótica'],['Exocat ']
Panicum dichotomiflorum,['Exótica'],['Exocat ']
Panicum hillmanii,['Exótica'],['Exocat ']
Panicum miliaceum,['Exótica'],['Exocat ']
Panicum philadelphicum,['Exótica'],['Exocat ']
Panthera pardus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Panthera tigris,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Papaver somniferum,['Introduced'],[]
Papaver somniferum subsp. somniferum,['Exótica'],['Exocat ']
Papillifera bidens,['Exótica'],['Exocat ']
Parabemisia myricae,['Exótica'],['Exocat ']
Parabuteo unicinctus harrisi,['Exótica'],['Exocat ']
Paracentrotus lividus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Parachondrostoma miegii,['Exótica'],['Exocat ']
Paraleucilla magna,"['Exótica', 'Introduced']",['Exocat ']
Paramisgurnus dabryanus,"['Exótica', 'Introduced']",['Exocat ']
Parantipathes larix,['En Peligro'],['Anexo II Conveni Barcelona']
Paraserianthes lophantha,['Exótica'],['Exocat ']
Paratrechina jaegerskioeldi,['Exótica'],['Exocat ']
Paratrechina longicornis,"['Exótica', 'Introduced']",['Exocat ']
Paratrechina vividula,['Exótica'],['Exocat ']
Parectopa robiniella,['Exótica'],['Exocat ']
Parkinsonia aculeata,"['Exótica', 'Introduced']",['Exocat ']
Paroaria coronata,['Exótica'],['Exocat ']
Paromalus (Isolomalus) luderti,['Exótica'],['Exocat ']
Parthenium hysterophorus,['Introduced'],[]
Parthenocissus inserta,['Exótica'],['Exocat ']
Parthenocissus quinquefolia,"['Exótica', 'Introduced']",['Exocat ']
Parthenocissus tricuspidata,"['Exótica', 'Introduced']",['Exocat ']
Pascalia glauca,['Exótica'],['Exocat ']
Paspalum dilatatum,['Exótica'],['Exocat ']
Paspalum distichum,['Exótica'],['Exocat ']
Paspalum saurae,['Exótica'],['Exocat ']
Paspalum vaginatum,['Exótica'],['Exocat ']
Passer luteus,['Exótica'],['Exocat ']
Passiflora,['Introduced'],[]
Passiflora belotii,['Exótica'],['Exocat ']
Passiflora caerulea,"['Exótica', 'Introduced']",['Exocat ']
Patella ferruginea,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Patella nigra,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Paulownia tomentosa,"['Exótica', 'Introduced']",['Exocat ']
Pavo cristatus,['Exótica'],['Exocat ']
Paysandisia archon,"['Exótica', 'Introduced']",['Exocat ']
Pelargonium,['Introduced'],[]
Pelargonium citrosum,['Introduced'],[]
Pelargonium grandiflorum,['Exótica'],['Exocat ']
Pelargonium hybridum,['Exótica'],['Exocat ']
Pelargonium peltatum,['Exótica'],['Exocat ']
Pelargonium zonale,['Exótica'],['Exocat ']
Pelecanus crispus,['En Peligro'],['Anexo II Conveni Barcelona']
Pelecanus onocrotalus,"['Exótica', 'En Peligro']","['Exocat ', 'Anexo II Conveni Barcelona']"
Pelecanus rufescens,['Exótica'],['Exocat ']
Pelodiscus sinensis,['Exótica'],['Exocat ']
Pennaria disticha,['Exótica'],['Exocat ']
Pennisetum setaceum,['Introduced'],[]
Pennisetum villosum,['Introduced'],[]
Pentacora sphacelata,['Exótica'],['Exocat ']
Perca fluviatilis,"['Exótica', 'Introduced']",['Exocat ']
Perccottus glenii,['Introduced'],[]
Percnon gibbesi,"['Exótica', 'Introduced']",['Exocat ']
Perdix perdix,['Exótica'],['Exocat ']
Perilla frutescens,['Exótica'],['Exocat ']
Periplaneta americana,['Exótica'],['Exocat ']
Periploca graeca,['Exótica'],['Exocat ']
Persicaria capitata,['Exótica'],['Exocat ']
Persicaria orientalis,['Exótica'],['Exocat ']
Persicaria perfoliata,['Introduced'],[]
Petasites pyrenaicus,"['Exótica', 'Introduced']",['Exocat ']
Petrobiona massiliana,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Petromyzon marinus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Petroselinum crispum,"['Exótica', 'Introduced']",['Exocat ']
Petunia hybrida,['Exótica'],['Exocat ']
Phacelia parryi,['Exótica'],['Exocat ']
Phacelia tanacetifolia,"['Exótica', 'Introduced']",['Exocat ']
Phalacrocorax aristoteliss sp. desmarestii,['En Peligro'],['Anexo II Conveni Barcelona']
Phalacrocorax pygmaeus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Phalaris canariensis,['Exótica'],['Exocat ']
Phalaris stenoptera,['Exótica'],['Exocat ']
Phalaropodidae,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Phallusia mammillata,['Exótica'],['Exocat ']
Phaseolus vulgaris,['Exótica'],['Exocat ']
Phasianus colchicus,"['Exótica', 'Introduced']",['Exocat ']
Phedimus spurius,['Exótica'],['Exocat ']
Pheidole indica,['Exótica'],['Exocat ']
Pheidole megacephala,['Exótica'],['Exocat ']
Phelipanche ramosa,['Exótica'],['Exocat ']
Philadelphus coronarius,"['Exótica', 'Introduced']",['Exocat ']
Phlomis fruticosa,['Exótica'],['Exocat ']
Phlomis purpurea subsp. purpurea,['Exótica'],['Exocat ']
Phoca hispida ladogensis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Phoca hispida saimensis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Phocoena phocoena,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Phoeniconaias minor,['Exótica'],['Exocat ']
Phoenicopterus chilensis,['Exótica'],['Exocat ']
Phoenicopterus roseus,['En Peligro'],['Anexo II Conveni Barcelona']
Phoenicopterus ruber,"['Exótica', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Exocat ']"
Phoenicurus ochruros,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Phoenicurus phoenicurus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Phoenix canariensis,['Exótica'],['Exocat ']
Phoenix dactylifera,"['Exótica', 'Introduced']",['Exocat ']
Pholas dactylus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Pholcus phalangioides,['Exótica'],['Exocat ']
Phoracantha semipunctata,['Exótica'],['Exocat ']
Phorcus lineatus,['Exótica'],['Exocat ']
Phormium tenax,['Introduced'],[]
Photinia serratifolia,['Exótica'],['Exocat ']
Photinus immigrans,['Introduced'],[]
Photinus inmigrans,['Exótica'],['Exocat ']
Photinus signaticollis,['Introduced'],[]
Phoxinus,['Introduced'],[]
Phoxinus bigerri,['Exótica'],['Exocat ']
Phoxinus septimaniae,['Exótica'],['Exocat ']
Phoxinus sp.,['Exótica'],['Exocat ']
Phthorimaea operculella,['Exótica'],['Exocat ']
Phyla canescens,['Exótica'],['Exocat ']
Phyllocnistis citrella,['Exótica'],['Exocat ']
Phyllodistomum folium,['Exótica'],['Exocat ']
Phyllonorycter platani,['Exótica'],['Exocat ']
Phyllonorycter robiniella,['Exótica'],['Exocat ']
Phyllorhiza punctata,['Exótica'],['Exocat ']
Phyllostachys aurea,"['Exótica', 'Introduced']",['Exocat ']
Phyllostachys bambusoides,['Exótica'],['Exocat ']
Phyllostachys flexuosa,['Exótica'],['Exocat ']
Phymosia umbellata,['Exótica'],['Exocat ']
Physalis ixocarpa,['Exótica'],['Exocat ']
Physalis peruviana,['Exótica'],['Exocat ']
Physalis philadelphica,['Exótica'],['Exocat ']
Physalis viscosa,['Exótica'],['Exocat ']
Physella acuta,['Exótica'],['Exocat ']
Physeter macrocephalus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Phytolacca americana,"['Exótica', 'Introduced']",['Exocat ']
Phytolacca dioica,"['Exótica', 'Introduced']",['Exocat ']
Picea abies,"['Exótica', 'Introduced']",['Exocat ']
Pimpinella anisum,['Exótica'],['Exocat ']
Pincola enucleator,['Exótica'],['Exocat ']
Pinctada radiata,['Exótica'],['Exocat ']
Pinna nobilis,['En Peligro'],['Anexo II Conveni Barcelona']
Pinna rudis,['En Peligro'],['Anexo II Conveni Barcelona']
Pinus brutia,['Exótica'],['Exocat ']
Pinus canariensis,['Exótica'],['Exocat ']
Pinus nigra subsp. nigra,['Exótica'],['Exocat ']
Pinus pinea,['Exótica'],['Exocat ']
Pinus ponderosa subsp. ponderosa,['Exótica'],['Exocat ']
Pinus radiata,"['Exótica', 'Introduced']",['Exocat ']
Pinus strobus,['Exótica'],['Exocat ']
Pinus wallichiana,['Exótica'],['Exocat ']
Pistacia vera,['Exótica'],['Exocat ']
Pistia stratiotes,['Introduced'],[]
Pisum sativum subsp. sativum,['Exótica'],['Exocat ']
Pittosporum heterophyllum,"['Exótica', 'Introduced']",['Exocat ']
Pittosporum tobira,"['Exótica', 'Introduced']",['Exocat ']
Pitymys bavaricus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Planorbella duryi,['Exótica'],['Exocat ']
Platalea alba,['Exótica'],['Exocat ']
Platanus hispanica,"['Exótica', 'Introduced']",['Exocat ']
Platanus orientalis,['Introduced'],[]
Platichthys flesus,['Protegida'],[]
Platycercus elegans,['Exótica'],['Exocat ']
Platycercus eximius var. domestica,['Exótica'],['Exocat ']
Platycladus orientalis,"['Exótica', 'Introduced']",['Exocat ']
Pleuronectes platessa,['Protegida'],[]
Ploceus cucullatus,['Exótica'],['Exocat ']
