taxon_name,tipo,source_information
Abelia grandiflora,['Exótica'],['Exocat ']
Abies pinsapo,"['Exótica', 'Introduced']",['Exocat ']
Abramis brama,['Exótica'],['Exocat ']
Abudefduf vaigiensis,['Exótica'],['Exocat ']
Abutilon grandifolium,"['Exótica', 'Introduced']",['Exocat ']
Abutilon theophrasti,['Exótica'],['Exocat ']
Acacia baileyana,['Exótica'],['Exocat ']
Acacia cyclops,['Exótica'],['Exocat ']
Acacia dealbata,"['Exótica', 'Introduced']",['Exocat ']
Acacia decurrens,['Exótica'],['Exocat ']
Acacia farnesiana,['Exótica'],['Exocat ']
Acacia karroo,['Exótica'],['Exocat ']
Acacia longifolia,['Exótica'],['Exocat ']
Acacia melanoxylon,"['Exótica', 'Introduced']",['Exocat ']
Acacia pycnantha,['Exótica'],['Exocat ']
Acacia retinodes,['Exótica'],['Exocat ']
Acacia rostellifera,['Exótica'],['Exocat ']
Acacia saligna,"['Exótica', 'Introduced']",['Exocat ']
Acalyptris platani,['Exótica'],['Exocat ']
Acanthoscelides obtectus,['Exótica'],['Exocat ']
Acanthus mollis,"['Exótica', 'Introduced']",['Exocat ']
Acca sellowiana,['Exótica'],['Exocat ']
Acer buergerianum,['Introduced'],[]
Acer cappadocicum subsp. cappadocicum,['Exótica'],['Exocat ']
Acer negundo,"['Exótica', 'Introduced']",['Exocat ']
Acer platanoides,['Introduced'],[]
Acer pseudoplatanus,['Exótica'],['Exocat ']
Acer saccharinum,"['Exótica', 'Introduced']",['Exocat ']
Achaearanea tepidariorum,['Exótica'],['Exocat ']
Achatina fulica,"['Exótica', 'Introduced']",['Exocat ']
Achillea arabica,['Exótica'],['Exocat ']
Achillea filipendulina,['Exótica'],['Exocat ']
Achillea ligustica,['Exótica'],['Exocat ']
Achillea ptarmica,['Exótica'],['Exocat ']
Achillea roseoalba,['Exótica'],['Exocat ']
Achnanthes subhudsonis,['Exótica'],['Exocat ']
Achnanthidium catenatum,['Exótica'],['Exocat ']
Acipenser baerii,['Exótica'],['Exocat ']
Acipenser naccarii,['En Peligro'],['Anexo II Conveni Barcelona']
Acipenser sturio,['En Peligro'],['Anexo II Conveni Barcelona']
Acorus calamus,['Exótica'],['Exocat ']
Acridotheres ginginianus,['Exótica'],['Exocat ']
Acridotheres javanicus,['Exótica'],['Exocat ']
Acridotheres spp,['Introduced'],[]
Acridotheres tristis,['Exótica'],['Exocat ']
Acrothamnion preisii,['Introduced'],[]
Acrothamnion preissii,['Exótica'],['Exocat ']
Adelges cooleyi,['Exótica'],['Exocat ']
Adonis aestivalis subsp. aestivalis,['Exótica'],['Exocat ']
Adonis aestivalis subsp. squarrosa,['Exótica'],['Exocat ']
Adonis annua,['Exótica'],['Exocat ']
Adonis flammea,['Exótica'],['Exocat ']
Aedes (Stegomyia) albopictus,['Exótica'],['Exocat ']
Aedes albopictus,['Introduced'],[]
Aegilops cylindrica,['Exótica'],['Exocat ']
Aegypius monachus,['Exótica'],['Exocat ']
Aeonium arboreum,['Exótica'],['Exocat ']
Aeonium canariense,['Exótica'],['Exocat ']
Aeonium haworthii,['Exótica'],['Exocat ']
Aeonium lindleyi,['Exótica'],['Exocat ']
Aesculus hippocastanum,"['Exótica', 'Introduced']",['Exocat ']
Aetomylaeus bovinus,['Protegida'],[]
Agapanthus praecox,['Exótica'],['Exocat ']
Agapornis canus,['Exótica'],['Exocat ']
Agapornis fischeri,['Exótica'],['Exocat ']
Agapornis nigrigenis,['Exótica'],['Exocat ']
Agapornis personatus,['Exótica'],['Exocat ']
Agapornis pullarius,['Exótica'],['Exocat ']
Agapornis roseicollis,['Exótica'],['Exocat ']
Agave americana,"['Exótica', 'Introduced']",['Exocat ']
Agave angustifolia,['Exótica'],['Exocat ']
Agave beauleriana,['Exótica'],['Exocat ']
Agave decipiens,['Exótica'],['Exocat ']
Agave difformis,['Exótica'],['Exocat ']
Agave fourcroydes,['Exótica'],['Exocat ']
Agave ingens,['Exótica'],['Exocat ']
Agave lechuguilla,['Exótica'],['Exocat ']
Agave lurida,['Exótica'],['Exocat ']
Agave salmiana subsp. crassispina,['Exótica'],['Exocat ']
Agave salmiana subsp. salmiana,['Exótica'],['Exocat ']
Agave sisalana,['Exótica'],['Exocat ']
Agave univittata,['Exótica'],['Exocat ']
Agave weberi,['Exótica'],['Exocat ']
Agave winteriana,['Exótica'],['Exocat ']
Ageratum houstonianum,['Exótica'],['Exocat ']
Aglenus brunneus,['Exótica'],['Exocat ']
Agrionemys horsfieldii,['Exótica'],['Exocat ']
Agropyron cristatum subsp. pectinatum,['Exótica'],['Exocat ']
Agrostemma githago,['Exótica'],['Exocat ']
Ailanthus altissima,"['Exótica', 'Introduced']",['Exocat ']
Aix galericulata,"['Exótica', 'Introduced']",['Exocat ']
Aix sponsa,['Exótica'],['Exocat ']
Albizia julibrissin,"['Exótica', 'Introduced']",['Exocat ']
Albuca bracteata,['Exótica'],['Exocat ']
Alburnus alburnus,"['Exótica', 'Introduced']",['Exocat ']
Alcea rosea,['Exótica'],['Exocat ']
Alcedo atthis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Alectoris barbara,['Exótica'],['Exocat ']
Alectoris chukar,['Exótica'],['Exocat ']
Alectoris graeca,['Exótica'],['Exocat ']
Alectoris rufa,['Exótica'],['Exocat ']
Allium cepa,['Exótica'],['Exocat ']
Allium dentiferum,['Exótica'],['Exocat ']
Allium fistulosum,['Exótica'],['Exocat ']
Allium flavum,['Exótica'],['Exocat ']
Allium fuscum,['Exótica'],['Exocat ']
Allium neapolitanum,['Exótica'],['Exocat ']
Allium nigrum,['Exótica'],['Exocat ']
Allium porrum,['Exótica'],['Exocat ']
Allium sativum,['Exótica'],['Exocat ']
Allium triquetrum,['Exótica'],['Exocat ']
Alnus alnobetula,['Exótica'],['Exocat ']
Alnus cordata,['Exótica'],['Exocat ']
Alocasia odora,['Exótica'],['Exocat ']
Aloe,['Introduced'],[]
Aloe arborescens,"['Exótica', 'Introduced']",['Exocat ']
Aloe delaetii,['Exótica'],['Exocat ']
Aloe ferox,['Exótica'],['Exocat ']
Aloe framesii,['Exótica'],['Exocat ']
Aloe maculata,"['Exótica', 'Introduced']",['Exocat ']
Aloe nobilis,['Exótica'],['Exocat ']
Aloe officinalis,['Exótica'],['Exocat ']
Aloe perfoliata,['Exótica'],['Exocat ']
Aloe spinosissima,['Exótica'],['Exocat ']
Aloe succotrina,['Exótica'],['Exocat ']
Aloe vera,['Exótica'],['Exocat ']
Aloiampelos ciliaris,['Exótica'],['Exocat ']
Alopex lagopus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Alopias vulpinus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Alopochen aegyptiaca,"['Exótica', 'Introduced']",['Exocat ']
Alopochen aegyptiacus,['Introduced'],[]
Alosa alosa,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Alosa fallax,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Aloysia citriodora,['Exótica'],['Exocat ']
Alphitobius diaperinus,['Exótica'],['Exocat ']
Alphitobius laevigatus,['Exótica'],['Exocat ']
Alternanthera caracasana,['Exótica'],['Exocat ']
Alternanthera philoxeroides,"['Exótica', 'Introduced']",['Exocat ']
Alternanthera pungens,['Exótica'],['Exocat ']
Althaea hirsuta,['Introduced'],[]
Althaea longiflora,['Exótica'],['Exocat ']
Amadina fasciata,['Exótica'],['Exocat ']
Amandava amandava,"['Exótica', 'Introduced']",['Exocat ']
Amandava subflava,['Exótica'],['Exocat ']
Amaranthus albus,['Exótica'],['Exocat ']
Amaranthus blitoides,"['Exótica', 'Introduced']",['Exocat ']
Amaranthus blitum subsp. emarginatus,['Exótica'],['Exocat ']
Amaranthus caudatus,['Exótica'],['Exocat ']
Amaranthus cruentus,['Exótica'],['Exocat ']
Amaranthus deflexus,"['Exótica', 'Introduced']",['Exocat ']
Amaranthus hybridus,['Exótica'],['Exocat ']
Amaranthus hypochondriacus,"['Exótica', 'Introduced']",['Exocat ']
Amaranthus muricatus,['Exótica'],['Exocat ']
Amaranthus ozanonii,['Exótica'],['Exocat ']
Amaranthus palmeri,['Exótica'],['Exocat ']
Amaranthus powellii,['Exótica'],['Exocat ']
Amaranthus retroflexus,"['Exótica', 'Introduced']",['Exocat ']
Amaranthus soproniensis,['Exótica'],['Exocat ']
Amaranthus spinosus,['Exótica'],['Exocat ']
Amaranthus tarraconensis,['Exótica'],['Exocat ']
Amaranthus tricolor,['Exótica'],['Exocat ']
Amaranthus viridis,['Exótica'],['Exocat ']
Amaurobius similis,['Exótica'],['Exocat ']
Amazona aestiva,['Exótica'],['Exocat ']
Amazona amazonica,['Exótica'],['Exocat ']
Amazona ochrocephala,['Exótica'],['Exocat ']
Amazonetta brasiliensis,['Exótica'],['Exocat ']
Ambrosia artemisiifolia,"['Exótica', 'Introduced']",['Exocat ']
Ambrosia psilostachya,['Exótica'],['Exocat ']
Ambrosia tenuifolia,['Exótica'],['Exocat ']
Ambystoma mexicanum,['Exótica'],['Exocat ']
Ameiurus melas,"['Exótica', 'Introduced']",['Exocat ']
Ammannia baccifera,['Exótica'],['Exocat ']
Ammannia coccinea,['Exótica'],['Exocat ']
Ammannia robusta,['Exótica'],['Exocat ']
Ammi visnaga,['Exótica'],['Exocat ']
Ammotragus lervia,['Introduced'],[]
Amorpha fruticosa,['Exótica'],['Exocat ']
Ampelodesmos mauritanica,['Introduced'],[]
Anacyclus radiatus,['Exótica'],['Exocat ']
Anadara kagoshimensis,['Exótica'],['Exocat ']
Anadara transversa,['Exótica'],['Exocat ']
Anagyris foetida,['Exótica'],['Exocat ']
Anas acuta,['Exótica'],['Exocat ']
Anas bahamensis,['Exótica'],['Exocat ']
Anas crecca,['Exótica'],['Exocat ']
Anas platyrhynchos,['Exótica'],['Exocat ']
Anas platyrhynchos var. domestica,['Exótica'],['Exocat ']
Anas poecilorhyncha,['Exótica'],['Exocat ']
Anas rubripes,['Exótica'],['Exocat ']
Andropogon virginicus,['Introduced'],[]
Anemone coronaria,['Exótica'],['Exocat ']
Anethum graveolens,['Exótica'],['Exocat ']
Anguilla anguilla,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Anguillicoloides crassus,['Exótica'],['Exocat ']
Ankylocythere sinuosa,['Exótica'],['Exocat ']
Anotrichium okamurae,['Exótica'],['Exocat ']
Anredera cordifolia,"['Exótica', 'Introduced']",['Exocat ']
Anser anser,['Exótica'],['Exocat ']
Anser anser var. domestica,['Exótica'],['Exocat ']
Anser caerulescens caerulescens,['Exótica'],['Exocat ']
Anser cygnoides,['Exótica'],['Exocat ']
Anser erythropus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Anser indicus,['Exótica'],['Exocat ']
Antheraea pernyi,['Exótica'],['Exocat ']
Anthriscus cerefolium,['Exótica'],['Exocat ']
Anthyllis barba-jovis,['Introduced'],[]
Antipathella subpinnata,['En Peligro'],['Anexo II Conveni Barcelona']
Antipathes dichotoma,['En Peligro'],['Anexo II Conveni Barcelona']
Antipathes fragilis,['En Peligro'],['Anexo II Conveni Barcelona']
Antipathes sp,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Antithamnion amphigeneum,['Exótica'],['Exocat ']
Antithamnionella elegans,['Exótica'],['Exocat ']
Antithamnionella spirographidis,['Exótica'],['Exocat ']
Aonidiella aurantii,['Exótica'],['Exocat ']
Apalone ferox,['Exótica'],['Exocat ']
Apate monachus,['Exótica'],['Exocat ']
Aphanius fasciatus,"['Exótica', 'En Peligro']","['Exocat ', 'Anexo II Conveni Barcelona']"
Aphanius iberus,['En Peligro'],['Anexo II Conveni Barcelona']
Aphis gossypii,['Exótica'],['Exocat ']
Aplidium accarense,['Exótica'],['Exocat ']
Aplysia dactylomela,['Exótica'],['Exocat ']
Aplysina cavernicola,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Aplysina sp,['En Peligro'],['Anexo II Conveni Barcelona']
Apoglossum gregarium,['Exótica'],['Exocat ']
Aptenia cordifolia,['Introduced'],[]
Apus caffer,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Apus melba,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Apus pallidus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Apus unicolor,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Aquila nipalensis,['Exótica'],['Exocat ']
Ara ambiguus,['Exótica'],['Exocat ']
Ara ararauna,['Exótica'],['Exocat ']
Araeopteron ecphaea,['Exótica'],['Exocat ']
Aratinga jandaya,['Exótica'],['Exocat ']
Aratinga nendai,['Introduced'],[]
Aratinga nenday,['Exótica'],['Exocat ']
Araujia sericifera,"['Exótica', 'Introduced']",['Exocat ']
Arbutus unedo,['Introduced'],[]
Arctotheca calendula,['Exótica'],['Exocat ']
Ardea purpurea,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Ardeola ralloides,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Arenaria interpres,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Aristolochia sempervirens,['Exótica'],['Exocat ']
Armoracia rusticana,['Exótica'],['Exocat ']
Arocatus longiceps,['Exótica'],['Exocat ']
Artemia franciscana,['Exótica'],['Exocat ']
Artemisia abrotanum,['Exótica'],['Exocat ']
Artemisia annua,"['Exótica', 'Introduced']",['Exocat ']
Artemisia arborescens,['Exótica'],['Exocat ']
Artemisia dracunculus,['Exótica'],['Exocat ']
Artemisia thuscula,['Exótica'],['Exocat ']
Artemisia verlotiorum,"['Exótica', 'Introduced']",['Exocat ']
Arundo donax,"['Exótica', 'Introduced']",['Exocat ']
Asbestopluma hypogea,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Ascidiella aspersa,['Exótica'],['Exocat ']
Ascidiella scabra,['Exótica'],['Exocat ']
Asclepias curassavica,['Exótica'],['Exocat ']
Asclepias syriaca,['Introduced'],[]
Asparagopsis armata,"['Exótica', 'Introduced']",['Exocat ']
Asparagopsis taxiformis,"['Exótica', 'Introduced']",['Exocat ']
Asparagus aethiopicus,['Exótica'],['Exocat ']
Asparagus asparagoides,"['Exótica', 'Introduced']",['Exocat ']
Asparagus officinalis,"['Exótica', 'Introduced']",['Exocat ']
Asparagus setaceus,['Exótica'],['Exocat ']
Asperugo procumbens,['Exótica'],['Exocat ']
Aspidistra elatior,['Exótica'],['Exocat ']
Aster squamatus,['Introduced'],[]
Asterina pancerii,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Astragalus boeticus,['Exótica'],['Exocat ']
Astragalus scorpioides,['Exótica'],['Exocat ']
Astroides calycularis,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Atelerix albiventris,"['Exótica', 'Introduced']",['Exocat ']
Atriplex hortensis,['Exótica'],['Exocat ']
Atriplex micrantha,['Exótica'],['Exocat ']
Atriplex semibaccata,['Exótica'],['Exocat ']
Atriplex tatarica,['Exótica'],['Exocat ']
Atypophthalmus (Atypophthalmus) umbratus,['Exótica'],['Exocat ']
Aubrieta columnae,['Exótica'],['Exocat ']
Aucuba japonica,['Exótica'],['Exocat ']
Australoheros facetus,['Introduced'],[]
Austrocylindropuntia subulata,['Exótica'],['Exocat ']
Austropeplea viridis,['Exótica'],['Exocat ']
Auxis rochei,['Protegida'],[]
Auxis thazard,['Protegida'],[]
Avena fatua subsp. fatua,['Exótica'],['Exocat ']
Avena sativa,['Exótica'],['Exocat ']
Axinella cannabina,['En Peligro'],['Anexo II Conveni Barcelona']
Axinella polypoides,['En Peligro'],['Anexo II Conveni Barcelona']
Axis axis,['Introduced'],[]
Axonopus compressus,['Exótica'],['Exocat ']
Aythya fuligula,['Exótica'],['Exocat ']
Aythya nyroca,['Exótica'],['Exocat ']
Azolla caroliniana,['Exótica'],['Exocat ']
Azolla filiculoides,['Exótica'],['Exocat ']
Azolla spp,['Introduced'],[]
Baccharis halimifolia,"['Exótica', 'Introduced']",['Exocat ']
Baccharis salicifolia,['Exótica'],['Exocat ']
Balaena mysticetus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Balaenoptera acutorostrata,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Balaenoptera borealis,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Balaenoptera edeni,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Balaenoptera physalus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Ballota hirsuta,['Exótica'],['Exocat ']
Barbatula barbatula,['Exótica'],['Exocat ']
Barnardius zonarius,['Exótica'],['Exocat ']
Batrachochytrium dendrobatidis,"['Exótica', 'Introduced']",['Exocat ']
Batrachochytrium salamandrivorans,['Exótica'],['Exocat ']
Bauhinia forficata,['Introduced'],[]
Bauhinia forficata subsp. pruinosa,['Exótica'],['Exocat ']
Bauhinia grandiflora,['Exótica'],['Exocat ']
Bauhinia variegata,['Introduced'],[]
Begonia semperflorens,['Exótica'],['Exocat ']
Bellevalia romana,['Exótica'],['Exocat ']
Belonochilus numenius,"['Exótica', 'Introduced']",['Exocat ']
Bemisia tabaci,['Exótica'],['Exocat ']
Berberis decumbens,['Exótica'],['Exocat ']
Berberis julianae,['Exótica'],['Exocat ']
Berberis ottawensis,['Exótica'],['Exocat ']
Berberis vulgaris,['Exótica'],['Exocat ']
Bergenia crassifolia,['Exótica'],['Exocat ']
Bergia capensis,['Exótica'],['Exocat ']
Berteroa incana,['Exótica'],['Exocat ']
Beta vulgaris,['Exótica'],['Exocat ']
Bidens aurea,['Exótica'],['Exocat ']
Bidens frondosa,['Exótica'],['Exocat ']
Bidens pilosa,"['Exótica', 'Introduced']",['Exocat ']
Bidens subalternans,"['Exótica', 'Introduced']",['Exocat ']
Bifora radians,['Exótica'],['Exocat ']
Bifora testiculata,['Exótica'],['Exocat ']
Bipalium kewense,['Exótica'],['Exocat ']
Blatta orientalis,['Exótica'],['Exocat ']
Blicca bjoerkna,['Exótica'],['Exocat ']
Bombycilla garrulus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Bonnemaisonia hamifera,['Exótica'],['Exocat ']
Botaurus stellaris,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Bothriochloa barbinodis,['Exótica'],['Exocat ']
Bothriochloa saccharoides,['Exótica'],['Exocat ']
Botrylloides leachii,['Exótica'],['Exocat ']
Botryllus schlosseri,['Exótica'],['Exocat ']
Bougainvillea glabra,"['Exótica', 'Introduced']",['Exocat ']
Bouteloua dactyloides,['Exótica'],['Exocat ']
Bouteloua gracilis,['Exótica'],['Exocat ']
Brachiaria platyphylla,['Exótica'],['Exocat ']
Brachidontes pharaonis,['Exótica'],['Exocat ']
Brachychiton populneus,['Exótica'],['Exocat ']
Branta canadensis,"['Exótica', 'Introduced']",['Exocat ']
Branta leucopsis,"['Exótica', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Exocat ']"
Branta ruficollis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Branta sandvicensis,['Exótica'],['Exocat ']
Brassica barrelieri,['Exótica'],['Exocat ']
Brassica juncea,"['Exótica', 'Introduced']",['Exocat ']
Brassica napus,['Exótica'],['Exocat ']
Brassica nigra,['Exótica'],['Exocat ']
Brassica oleracea,['Exótica'],['Exocat ']
Brassica rapa,['Exótica'],['Exocat ']
Brassica tournefortii,['Exótica'],['Exocat ']
Bromus arvensis,['Exótica'],['Exocat ']
Bromus catharticus,['Exótica'],['Exocat ']
Bromus inermis,['Exótica'],['Exocat ']
Bromus secalinus,['Exótica'],['Exocat ']
Broussonetia papyrifera,"['Exótica', 'Introduced']",['Exocat ']
Bruchidius terrenus,['Exótica'],['Exocat ']
Brugmansia suaveolens,['Exótica'],['Exocat ']
Brunneria borealis,['Exótica'],['Exocat ']
Bubo scandiacus,['Exótica'],['Exocat ']
Bubo virginianus,['Exótica'],['Exocat ']
Bucephala islandica,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Buchananiella continua,['Exótica'],['Exocat ']
Buddleja davidii,"['Exótica', 'Introduced']",['Exocat ']
Bufo marinus,['Introduced'],[]
Bufo mauritanicus,['Exótica'],['Exocat ']
Bugula neritina,"['Exótica', 'Introduced']",['Exocat ']
Bulbine frutescens,"['Exótica', 'Introduced']",['Exocat ']
Bulbucus ibis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Bulweria bulwerii,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Bunias orientalis,['Exótica'],['Exocat ']
Bunium pachypodum,['Exótica'],['Exocat ']
Bupleurum rotundifolium,['Exótica'],['Exocat ']
Bupleurum subovatum,['Exótica'],['Exocat ']
Burhinus oedicnemus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Bursaphelenchus xylophilus,['Introduced'],[]
Bursatella leachi,"['Exótica', 'Introduced']",['Exocat ']
Buteo platypterus,['Exótica'],['Exocat ']
Buxus balearica,['Introduced'],[]
Cabomba caroliniana,['Introduced'],[]
Cacatua galerita,['Exótica'],['Exocat ']
Cacatua sulphurea,['Exótica'],['Exocat ']
Cacyreus marshalli,"['Exótica', 'Introduced']",['Exocat ']
Cadra cautella,['Exótica'],['Exocat ']
Caenoplana bicolor,['Exótica'],['Exocat ']
Caenoplana coerulea,['Introduced'],[]
Caenoplana coerulea s.l.,['Exótica'],['Exocat ']
Caenoplana sp.,['Exótica'],['Exocat ']
Caesalpinia gilliesii,['Introduced'],[]
Caiman crocodilus,['Exótica'],['Exocat ']
Cairina moschata domestica,['Introduced'],[]
Cairina moschata var. domestica,['Exótica'],['Exocat ']
Calandrella brachydactyla,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calandrella rufescens,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calendula officinalis,"['Exótica', 'Introduced']",['Exocat ']
Calidris alba,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calidris alpina,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calidris ferruginea,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calidris maritima,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calidris minuta,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Calidris temminckii,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Callinectes sapidus,"['Exótica', 'Introduced']",['Exocat ']
Callipepla californica,['Exótica'],['Exocat ']
Callogorgia verticillata,['En Peligro'],['Anexo II Conveni Barcelona']
Callonetta leucophrys,['Exótica'],['Exocat ']
Callosciurus erythraeus,['Introduced'],[]
Calocedrus decurrens,['Exótica'],['Exocat ']
Calonectris diomedea,['En Peligro'],['Anexo II Conveni Barcelona']
Caloptilia azaleella,['Exótica'],['Exocat ']
Camelina microcarpa,['Exótica'],['Exocat ']
Camelina rumelica,['Exótica'],['Exocat ']
Camelina sativa,['Exótica'],['Exocat ']
Cameraria ohridella,['Exótica'],['Exocat ']
Campanula portenschlagiana,['Exótica'],['Exocat ']
Campsis,['Introduced'],[]
Campsis radicans,['Exótica'],['Exocat ']
Campsis sp.,['Exótica'],['Exocat ']
Campsis tagliabuana,['Exótica'],['Exocat ']
Campylopus introflexus,['Exótica'],['Exocat ']
Canis lupus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Canna,['Introduced'],[]
Canna generalis,['Exótica'],['Exocat ']
Canna indica,['Exótica'],['Exocat ']
Cannabis sativa,['Exótica'],['Exocat ']
Capra aegagrus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Capra hircus,"['Exótica', 'Introduced']",['Exocat ']
Capra pyrenaica pyrenaica,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Caprella scaura,['Exótica'],['Exocat ']
Caracal caracal,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Caracara plancus,['Exótica'],['Exocat ']
Carassius auratus,"['Exótica', 'Introduced']",['Exocat ']
Carassius carassius,['Exótica'],['Exocat ']
Carassius gibelio,['Exótica'],['Exocat ']
Carcharhinus plumbeus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Carcharias taurus,['En Peligro'],['Anexo II Conveni Barcelona']
Carcharodon carcharias,['En Peligro'],['Anexo II Conveni Barcelona']
Carcinops pumilio,['Exótica'],['Exocat ']
Cardamine occulta,['Exótica'],['Exocat ']
Cardiocondyla mauritanica,['Exótica'],['Exocat ']
Cardiocondyla obscurior,['Exótica'],['Exocat ']
Cardiospermum grandiflorum,"['Exótica', 'Introduced']",['Exocat ']
Cardiospermum halicacabum,['Exótica'],['Exocat ']
Carduelis carduelis,['Introduced'],[]
Carduelis carduelis caniceps,['Exótica'],['Exocat ']
Carduncellus caeruleus,['Exótica'],['Exocat ']
Caretta caretta,['En Peligro'],['Anexo II Conveni Barcelona']
Carpinus betulus,"['Exótica', 'Introduced']",['Exocat ']
Carpobrotus acinaciformis,"['Exótica', 'Introduced']",['Exocat ']
Carpobrotus edulis,"['Exótica', 'Introduced']",['Exocat ']
Carpobrotus sp.,['Exótica'],['Exocat ']
Carthamus tinctorius,['Exótica'],['Exocat ']
Cartodere (Aridius) bifasciata,['Exótica'],['Exocat ']
Carya illinoinensis,['Exótica'],['Exocat ']
Carybdea marsupialis,['Exótica'],['Exocat ']
Castanea sativa,"['Exótica', 'Introduced']",['Exocat ']
Casuarina cunninghamiana,"['Exótica', 'Introduced']",['Exocat ']
Catalpa bignonioides,"['Exótica', 'Introduced']",['Exocat ']
Catharanthus roseus,['Exótica'],['Exocat ']
Caulerpa cylindracea,"['Exótica', 'Introduced']",['Exocat ']
Caulerpa ollivieri,['En Peligro'],['Anexo II Conveni Barcelona']
Caulerpa racemosa,['Introduced'],[]
Caulerpa taxifolia,['Introduced'],[]
Cedrus atlantica,"['Exótica', 'Introduced']",['Exocat ']
Cedrus deodara,['Exótica'],['Exocat ']
Ceiba insignis,['Introduced'],[]
Ceiba speciosa,['Introduced'],[]
Celastrus orbiculatus,['Introduced'],[]
Celosia argentea,['Exótica'],['Exocat ']
Celtis australis,"['Exótica', 'Introduced']",['Exocat ']
Celtis occidentalis,['Exótica'],['Exocat ']
Celtis sinensis,['Exótica'],['Exocat ']
Cenchrus ciliaris,['Exótica'],['Exocat ']
Cenchrus clandestinus,['Exótica'],['Exocat ']
Cenchrus flaccidus,['Exótica'],['Exocat ']
Cenchrus incertus,['Exótica'],['Exocat ']
Cenchrus longisetus,['Exótica'],['Exocat ']
Cenchrus orientalis,['Exótica'],['Exocat ']
Cenchrus setaceus,['Exótica'],['Exocat ']
Centaurea castellanoides subsp. talaverae,['Exótica'],['Exocat ']
Centaurea cyanus,['Exótica'],['Exocat ']
Centaurea depressa,['Exótica'],['Exocat ']
Centaurea diluta,['Exótica'],['Exocat ']
Centranthus macrosiphon,['Exótica'],['Exocat ']
Centrophorus granulosus,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Centrostephanus longispinus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Centruroides gracilis,['Exótica'],['Exocat ']
Cephalaria syriaca,['Exótica'],['Exocat ']
Cerastium dichotomum,['Exótica'],['Exocat ']
Cerastium tomentosum,['Exótica'],['Exocat ']
Ceratitis capitata,['Exótica'],['Exocat ']
Ceratonia siliqua,"['Exótica', 'Introduced']",['Exocat ']
Ceratostigma plumbaginoides,['Exótica'],['Exocat ']
Cercis siliquastrum,"['Exótica', 'Introduced']",['Exocat ']
Cercotrichas galactotes,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cereus hildmannianus,['Exótica'],['Exocat ']
Cerithium scabridum,['Exótica'],['Exocat ']
Ceroplastes sinensis,['Introduced'],[]
